"PLOT","lat_fuzzed","lon_fuzzed","elev_fuzzed","tc3","forind","tc3for","annpre","anntmp","smrtp","ndvi","totvol","psmevol","tshevol","totbiom","numtree","cover"
7513,44.760497,-123.027207,300,-2231,0,0,701,1153,326,0.66661536693573,0,0,0,0,0,0
7514,44.807162,-122.962939,300,-2475,0,0,704,1148,323,0.799427151679993,0,0,0,0,0,0
7515,44.808644,-122.889605,300,-2313,0,0,711,1144,316,0.836203098297119,0,0,0,0,0,0
7516,45.254609,-122.962647,500,-1481,0,0,718,1140,310,0.82540887594223,0,0,0,0,0,0
7519,44.78531,-122.577867,900,-1788,1,-1788,743,1080,283,0.774307370185852,0,0,0,0.9521610167,0,36.77777778
7520,44.789648,-122.531706,1100,-246,1,-246,751,1036,273,0.823523998260498,202.08449711,183.64562628,0,133.41621664,654.32028311,83.22222222
7521,44.805872,-122.476278,1500,-1315,1,-1315,758,935,251,0.763333439826965,224.17616971,224.17616971,0,135.26618012,14.814283914,50.55555556
7522,44.808708,-122.408179,1100,-745,0,0,748,1043,278,0.58067923784256,75.12132911,0,63.534521765,45.130809406,32.210878369,30.33333333
7523,44.764316,-122.269712,2100,-366,1,-366,781,934,256,0.725394189357758,55.698424477,55.081880565,0,44.598987315,163.58007078,68.44444444
7524,44.766475,-122.202382,2700,-856,1,-856,786,898,244,0.759199976921082,15.01081299,0,15.01081299,11.777059624,17.339962844,21.11111111
7525,44.765456,-122.133011,2700,-312,1,-312,783,875,242,0.769706785678864,355.90686281,347.92568229,7.9811805142,212.10231129,252.80556393,84.55555556
7526,44.766247,-122.065659,3100,-781,1,-781,755,874,262,0.581672430038452,121.90458176,117.06963493,1.9230753396,78.509910801,61.896077808,46.44444444
7527,44.791266,-121.994878,2900,-105,1,-105,750,830,258,0.788655817508698,663.22320833,294.30409879,216.48940991,400.63118206,879.79643169,83.55555556
7528,44.815661,-121.92005,4100,-159,1,-159,760,668,220,0.698075294494629,960.66312363,662.17752482,88.241131219,576.31884984,269.86236872,78.66666667
7529,44.757601,-121.856026,5100,-970,1,-970,768,543,192,0.661657810211182,269.78866165,0,0,153.88745963,431.25655023,47.44444444
7530,44.763416,-121.788877,5500,-680,1,-680,773,450,179,0.636094629764557,239.45493961,0,0,146.27980901,1159.931411,58.66666667
7595,44.808515,-123.647177,1300,-257,1,-257,801,1028,258,0.805976808071136,315.96980619,256.30888518,57.267518155,197.2795383,386.64380365,88
7596,44.813691,-123.580004,900,-1255,1,-1255,796,1033,266,0.779282689094543,312.03045253,43.771087368,0,171.96424229,113.97259795,60.33333333
7597,44.811726,-123.510808,2300,-169,1,-169,791,934,263,0.75373899936676,1451.133906,1353.4232272,97.325894211,832.17306167,202.85830144,82.55555556
7598,44.814648,-123.444803,1100,-1306,1,-1306,764,1044,300,0.665502488613129,293.7967425,293.7967425,0,210.20894296,718.74203985,41.55555556
7599,45.012471,-123.520672,500,-1650,1,-1650,725,1115,327,0.358096361160278,0,0,0,0,0,28.11111111
7600,44.856315,-123.299399,500,-2527,0,0,710,1135,333,0.49574688076973,0,0,0,0,0,0
7601,44.808196,-123.196771,300,-2174,0,0,693,1154,335,0.841200828552246,0,0,0,0,0,0
7602,44.812319,-123.162348,100,-1702,0,0,694,1163,336,0.672679662704468,0,0,0,0,0,0
7603,44.813313,-123.094817,100,-1474,0,0,696,1165,331,0.654773533344269,0,0,0,0,0,0
7604,44.813879,-123.031595,300,-754,0,0,711,1136,316,0.270822644233704,0,0,0,0,0,21.77777778
7605,44.832635,-122.936191,300,-785,0,0,704,1152,325,0.690930724143982,0,0,0,0,0,20.44444444
7606,44.847452,-122.871764,300,-832,0,0,711,1148,316,0.452993452548981,0,0,0,0,0,16.11111111
7607,44.811412,-122.754257,700,-1206,0,0,724,1118,302,0.699158847332001,0,0,0,0,0,27.44444444
7608,44.8116,-122.681451,900,-826,0,0,741,1060,281,0.761150360107422,0.5706674521,0.5706674521,0,2.1542614697,14.870915525,40.77777778
7609,44.809992,-122.607557,1300,-423,1,-423,753,973,259,0.798124492168427,617.26874555,547.82152903,0,366.81976766,488.2145334,86.33333333
7610,44.809112,-122.542955,1500,-336,1,-336,759,916,247,0.803766131401062,567.83102411,389.83908251,59.481005445,328.27019969,237.87801679,83.66666667
7611,44.822306,-122.483199,1900,-283,1,-283,769,909,240,0.809413135051727,161.09711021,161.09711021,0,116.14282104,654.32028311,80.33333333
7612,44.841268,-122.420309,2100,-435,1,-435,770,908,239,0.797338783740997,873.77866993,274.20669493,177.11721677,500.85637605,698.87639807,78
7613,44.821847,-122.312838,3700,-510,1,-510,784,797,225,0.732215404510498,294.27936246,172.75758365,121.52177881,218.14534298,1234.2859886,75.22222222
7614,44.816348,-122.268131,4300,-209,1,-209,788,733,212,0.712534666061401,630.595138,0,69.188100505,364.59239763,644.38746222,73.22222222
7615,44.816775,-122.202966,2700,-347,1,-347,783,872,244,0.757585227489471,865.17175093,357.75727032,185.98790981,527.7548357,205.5538752,76.44444444
7616,44.813727,-122.124902,3700,-60,1,-60,796,725,217,0.631492078304291,1472.712874,0,301.98136263,812.87799507,552.63629014,78.22222222
7618,44.815689,-121.997894,3700,-194,1,-194,764,699,221,0.767534852027893,797.62135141,797.62135141,0,467.45649296,490.74021233,82.55555556
7619,44.811319,-121.864209,4500,-324,1,-324,757,619,215,0.666455268859863,501.51822132,119.10948264,12.006808877,296.74409821,396.46336132,76.44444444
7689,44.854606,-123.687166,1700,-440,1,-440,811,993,248,0.713670492172241,9.5111622416,6.0645062767,0.6642058251,11.425141441,148.70915525,75
7690,44.861369,-123.651439,2100,-1063,1,-1063,824,933,235,0.851841688156128,48.111912479,34.832936314,0.7353422356,50.852601736,267.67647945,59.22222222
7691,44.861836,-123.585069,2100,-1111,1,-1111,801,933,245,0.7950519323349,15.14341874,11.833788301,1.8819871786,34.193444175,327.16014155,61.44444444
7692,44.861329,-123.512588,1100,-281,1,-281,772,1044,295,0.820712804794312,155.591735,124.88312886,0,102.47431884,490.74021233,84
7693,44.85658,-123.449505,500,-558,0,0,746,1108,321,0.811028301715851,78.528128959,60.199438694,0,63.936779732,49.550841213,48.11111111
7694,44.862806,-123.233904,100,-2577,0,0,697,1164,339,0.819328784942627,0,0,0,0,0,0
7695,44.854849,-123.172225,100,-605,1,-605,696,1168,335,0.8395836353302,103.43263614,0,0,74.603773274,252.80556393,50.33333333
7696,44.855702,-123.097797,900,-2600,0,0,717,1072,299,0.814136743545532,0,0,0,0,0,0
7697,44.85458,-123.023416,500,-1338,0,0,707,1140,325,0.429918706417084,0,0,0,0,0,12.11111111
7698,44.858679,-122.957881,300,-1203,0,0,702,1154,330,0.229981824755669,0,0,0,0,0,0
7699,44.856399,-122.824004,500,-2258,0,0,716,1144,312,0.726068198680878,0,0,0,0,0,0
7700,44.858882,-122.754928,700,-817,0,0,724,1121,303,0.82076233625412,28.797799057,17.640854556,0,26.583922373,74.354577626,73.22222222
7701,44.862867,-122.680915,1100,-604,1,-604,749,974,265,0.746353924274445,44.130538954,23.554153949,0,23.827363996,4.9380946379,39.66666667
7702,44.859027,-122.612666,1700,-190,1,-190,764,920,247,0.756586074829102,1151.0092617,1101.5685055,0,682.37632664,314.64501012,81.33333333
7703,44.865876,-122.541758,2700,-300,1,-300,775,844,227,0.765225529670715,54.22864368,22.576850451,31.651793229,43.887308028,475.86929681,83.22222222
7704,44.859274,-122.462883,900,-602,1,-602,779,795,217,0.729055643081665,3.5822607082,3.5822607082,0,8.3002966338,89.225493151,59.11111111
7705,44.840197,-122.343834,1500,-324,1,-324,766,981,261,0.746256947517395,642.06845414,642.06845414,0,372.2247196,307.23786817,77.66666667
7706,44.869039,-122.269666,2700,-164,1,-164,780,867,242,0.787855446338654,636.48434853,614.75836756,18.044748897,397.44202062,951.73859361,83
7707,44.864587,-122.201762,4500,-591,1,-591,784,710,215,0.613174855709076,180.82817501,77.496056091,0.4625957435,114.76684084,275.08362141,68.22222222
7708,44.861411,-122.130622,5100,-230,1,-230,790,641,200,0.67025238275528,560.14602535,0,0,341.63238522,453.53460771,68.77777778
7709,44.861709,-122.066952,4100,-413,1,-413,775,680,220,0.6921546459198,591.24801929,203.94086358,363.97422186,375.18356394,339.39211493,74.88888889
7710,44.857122,-121.995341,3100,-184,1,-184,758,794,244,0.770602762699127,729.21009433,364.83361519,343.50501182,456.45423919,564.98152673,79.77777778
7711,44.863296,-121.924249,4300,-632,1,-632,756,650,220,0.735995590686798,427.95309493,416.62248396,1.2006228964,270.06440043,170.87394951,73.77777778
7712,44.86874,-121.861068,3700,-267,1,-267,756,722,236,0.720180988311768,1087.8160878,69.147283434,305.41250424,601.5116013,510.37932766,77.11111111
7713,44.86271,-121.786241,4500,-232,1,-232,756,585,210,0.680873513221741,216.92925586,147.022689,3.7206783823,146.6081198,490.74021233,77.22222222
7781,44.859605,-123.717539,1700,-2011,1,-2011,810,1001,251,0.731584787368774,2.9757839725,2.9757839725,0,13.280165567,74.354577626,9.111111111
7782,44.908669,-123.65557,2300,-63,1,-63,816,901,235,0.790657818317413,820.18139081,600.09010211,220.0912887,488.15386136,862.51310046,85.88888889
7783,44.906075,-123.577309,2900,-2580,0,0,800,817,229,0.289038240909576,0,0,0,0,0,0
7784,44.910238,-123.512274,1300,-177,1,-177,768,1027,288,0.786704361438751,150.2822699,150.2822699,0,103.62728956,609.70753653,81.22222222
7785,44.906429,-123.44385,1500,-176,0,0,776,1033,294,0.755177795886993,367.31528248,367.31528248,0,234.44045304,639.44936758,76.88888889
7786,44.880228,-123.355107,300,-1761,0,0,719,1144,335,0.377405166625977,0,0,0,0,0,0
7787,44.882819,-123.281265,300,-2156,0,0,707,1146,337,0.693815767765045,0,0,0,0,0,0
7788,44.906042,-123.238855,300,-3244,0,0,702,1161,343,0.688033580780029,0,0,0,0,0,0
7789,44.914146,-123.172199,100,-2440,0,0,697,1168,330,0.765521943569183,0,0,0,0,0,0
7790,44.904698,-123.090444,100,-1008,0,0,697,1168,335,0.540258407592773,0,0,0,0,0,0
7791,44.903884,-123.027996,300,-899,0,0,694,1161,340,0.531066536903381,0,0,0,0,0,18.33333333
7792,44.857164,-122.887347,500,-867,0,0,709,1145,318,0.775675117969513,31.035090985,0,0,25.266324345,14.870915525,5.111111111
7793,44.88026,-122.839847,500,-2453,0,0,716,1140,311,0.810469746589661,0,0,0,0,0,0
7794,44.899922,-122.780706,900,-1493,0,0,718,1116,305,0.775074362754822,0,0,0,0,0,4
7796,44.907054,-122.620867,500,-104,1,-104,764,937,247,0.761373817920685,475.16092035,430.16585148,0,293.73076858,639.44936758,84.66666667
7797,44.909576,-122.544856,2300,-255,1,-255,762,905,240,0.803098320960999,209.66764285,181.50685431,28.160788546,134.88637126,475.86929681,85.88888889
7798,44.860987,-122.403517,3700,-2107,1,-2107,784,775,212,0.691378474235535,0,0,0,0,0,3.666666667
7799,44.903027,-122.335241,1900,-508,1,-508,773,912,250,0.812067091464996,216.29166087,96.107562483,21.786626587,123.63917328,267.67647945,88.33333333
7800,44.890737,-122.277205,3700,-217,1,-217,789,744,217,0.72926652431488,906.85696097,155.51720502,372.96462506,545.11846414,195.62105431,74.33333333
7801,44.911727,-122.198601,2900,-275,1,-275,781,819,238,0.753946423530579,283.30415211,97.113623844,182.73273596,190.66948218,408.92186114,80.88888889
7802,44.91407,-122.130158,3500,-824,1,-824,774,752,228,0.711101651191711,94.074563448,57.6235733,0,62.974555437,327.16014155,59.11111111
7803,44.888816,-121.960003,4500,-508,1,-508,764,633,213,0.653510689735413,411.40001033,104.72957479,19.120101424,259.47601406,255.21797964,60.55555556
7804,44.887609,-121.887554,3100,-1132,1,-1132,751,766,248,0.589871644973755,316.05533975,279.13269227,36.922647488,197.99649202,163.52343917,41.33333333
7805,44.875941,-121.829009,3900,-595,1,-595,761,619,214,0.743356883525848,487.77166291,316.60201325,42.286117915,281.87958927,408.92186114,69.22222222
7806,44.886182,-121.754876,4700,-483,1,-483,747,527,202,0.665731906890869,428.10189255,0,0,258.42065738,389.11285097,69
7872,44.952418,-123.515096,1500,-2338,0,0,809,994,249,0.719127774238586,0,0,0,1.392019221,0,22.22222222
7873,44.935844,-123.628745,2500,-107,1,-107,796,920,249,0.722604870796204,498.67098756,498.67098756,0,302.61626648,401.51471918,73.88888889
7874,44.956924,-123.583345,1300,-586,1,-586,778,999,271,0.701022744178772,178.89700653,87.104178897,0,107.27128224,223.06373288,69.66666667
7875,44.907316,-123.721704,1300,-149,1,-149,767,1026,286,0.803537845611572,787.14513702,787.14513702,0,452.13650648,490.74021233,74.88888889
7876,44.908749,-123.408284,900,-630,0,0,759,1073,305,0.798363864421844,57.332496437,57.332496437,0,43.10802605,356.9019726,72.88888889
7877,44.910075,-123.30301,300,-1233,0,0,709,1148,339,0.636971056461334,0,0,0,0,0,0
7878,44.934102,-123.263101,300,-446,0,0,704,1163,346,0.777587890625,0,0,0,0,0,66.33333333
7879,44.931987,-123.195557,100,-2527,0,0,699,1169,331,0.803622543811798,0,0,0,0,0,0
7880,44.946961,-123.120958,700,-484,1,-484,711,1099,306,0.641864597797394,0,0,0,0,0,54.77777778
7881,44.965287,-123.0263,100,-978,0,0,692,1173,341,0.304197072982788,0,0,0,0,0,0
7882,44.911133,-122.953712,300,-943,0,0,693,1163,341,0.744320094585419,0,0,0,0,0,6.333333333
7883,44.91339,-122.886477,300,-962,0,0,705,1153,325,0.777654409408569,0,0,0,0,0,36.77777778
7884,44.90609,-122.823155,700,-2140,0,0,713,1139,313,0.804583311080933,0,0,0,0,0,6.666666667
7885,44.90742,-122.753885,900,-1241,0,0,716,1107,305,0.424818783998489,0,0,0,0,0,21.11111111
7886,44.961927,-122.681303,1300,-1544,0,0,732,964,268,0.728845119476318,39.737935983,0,0,19.197233088,4.9380946379,16.44444444
7887,44.954393,-122.614571,1100,-157,1,-157,738,1017,275,0.609944701194763,0,0,0,0,0,32.44444444
7888,44.910104,-122.475039,3300,-191,0,0,776,782,213,0.641652405261993,0,0,0,0,0,12.77777778
7889,44.915174,-122.40231,3700,-251,1,-251,787,763,213,0.819617986679077,234.95868412,233.22383723,0,146.21520585,180.92003362,73.88888889
7890,44.92985,-122.371098,2300,-171,1,-171,775,892,239,0.815686285495758,138.12122952,43.790307846,73.456779534,89.966091599,460.99838128,85.88888889
7891,44.928354,-122.313051,2900,-139,1,-139,781,849,237,0.753046035766602,436.0244807,108.25853569,241.12931564,263.22385545,446.12746576,82.33333333
7892,44.936824,-122.240557,3500,-343,1,-343,790,728,218,0.784024775028229,189.64620817,125.00875207,30.950926806,129.84446492,545.22914818,81.66666667
7893,44.938743,-122.163562,2700,-89,1,-89,776,819,243,0.648551344871521,1107.7000192,873.36997351,154.92945822,645.60313947,265.0375373,75.55555556
7894,44.915034,-122.068699,3700,-101,1,-101,769,754,234,0.690441310405731,381.42874238,163.82836669,207.2003774,250.29677644,594.83662101,78.55555556
7895,44.912448,-121.989057,3300,-375,1,-375,749,805,250,0.720287919044495,319.76520578,194.54707286,123.70605878,219.34478252,981.48042466,78.33333333
7896,44.912498,-121.920088,3900,-612,1,-612,751,705,231,0.822674036026001,325.41039613,314.3783087,10.446743887,199.62241532,225.47614859,56.55555556
7897,44.911826,-121.85496,4500,-178,1,-178,757,610,213,0.699944376945496,383.04448765,245.98747579,0,254.74878269,622.05277313,80.33333333
7898,44.905996,-121.779048,4300,-601,1,-601,751,605,214,0.575305700302124,25.859598872,0,0,27.391308559,267.67647945,54
7964,44.963462,-123.660517,2300,-352,1,-352,799,869,237,0.80977725982666,254.69597252,155.71657523,45.238921338,155.82682971,356.9019726,76.22222222
7965,44.984409,-123.622108,1900,-165,1,-165,777,975,266,0.821184933185577,193.61856102,99.337287579,7.8849391168,125.52099872,758.41669178,85.55555556
7966,44.98046,-123.538202,1300,-2282,0,0,764,1007,279,0.797937214374542,0,0,0,3.8593581493,0,0
7967,44.940545,-123.418028,1700,-187,1,-187,772,1015,285,0.772012591362,442.22615988,441.73807974,0,274.57343719,892.25493151,84.88888889
7968,44.960352,-123.383761,700,-949,1,-949,739,1085,313,0.745896399021149,0,0,0,0,0,55
7969,44.962729,-123.306101,300,-506,1,-506,708,1141,338,0.766158580780029,91.296214417,68.338080874,0,73.625483359,389.11285097,63.77777778
7970,44.960619,-123.226591,300,-2524,0,0,704,1165,340,0.790082275867462,0,0,0,0,0,0
7971,44.957507,-123.167066,300,-870,0,0,705,1161,323,0.803622543811798,0,0,0,0,0,26.22222222
7972,44.964723,-123.10181,500,-1726,0,0,710,1135,318,0.75435608625412,0,0,0,0,0,0
7973,44.955401,-122.966633,300,-2182,0,0,693,1170,340,0.434572249650955,0,0,0,0,0,0
7974,44.95717,-122.888926,300,-1149,0,0,698,1167,334,0.863116502761841,0,0,0,0,0,0
7975,44.963366,-122.858748,300,-2612,0,0,701,1167,331,0.74194461107254,0,0,0,0,0,0
7976,44.955398,-122.81423,300,-2268,0,0,706,1158,322,0.808613836765289,0,0,0,0,0,0
7977,44.972801,-122.726212,1100,-581,1,-581,709,1036,293,0.684963047504425,0,0,0,0,0,55.88888889
7978,44.981091,-122.65607,700,-360,1,-360,722,1100,299,0.800399899482727,349.82736082,217.95947326,0.7343581309,206.24702085,689.0002088,84.11111111
7979,44.957918,-122.540683,2100,-181,1,-181,756,931,245,0.800870656967163,443.6311909,443.6311909,0,263.00193514,131.3125608,81.66666667
7980,44.955711,-122.473659,1700,-453,1,-453,750,934,252,0.805570185184479,343.98117108,77.788929227,38.357208846,198.88019258,255.21797964,83.22222222
7981,44.961129,-122.412546,1300,-346,1,-346,756,995,265,0.520177841186523,213.216428,211.96078451,0,123.90384871,148.70915525,56.77777778
7982,44.966098,-122.33862,3700,-447,1,-447,794,791,224,0.73076868057251,158.10641013,109.81104613,48.295363997,107.56725183,446.12746576,69.88888889
7983,44.960052,-122.261551,3300,-318,1,-318,797,768,224,0.820218741893768,129.60271899,17.194904373,34.431491076,92.256237688,624.57845206,76.77777778
7984,44.96128,-122.204479,4100,-1549,1,-1549,789,687,210,0.735262393951416,682.84315602,682.84315602,0,413.86365949,106.33892955,22
7985,44.940181,-122.098293,3900,-1890,1,-1890,769,718,225,0.531822681427002,19.146433688,14.880372649,0,14.120595301,118.9673242,25
7986,44.965708,-122.06003,2100,-119,1,-119,748,889,266,0.742154657840729,1081.5958028,739.67413872,252.3242182,642.65354358,309.65028388,82.33333333
7987,44.956295,-121.993954,3300,-407,1,-407,756,730,233,0.718776524066925,777.98174146,129.96370687,569.81723117,466.33971605,282.54739498,72.55555556
7988,44.956539,-121.923142,3500,-418,1,-418,747,751,239,0.745960652828217,134.45515651,80.058418738,54.396737775,95.57636947,240.40369572,61.22222222
7989,44.962783,-121.847417,2900,-223,1,-223,741,768,252,0.703671336174011,1237.3975378,1129.4673078,93.618892231,706.9762928,245.0586323,78.77777778
8057,45.006145,-123.723602,1700,-203,1,-203,808,948,245,0.760489523410797,245.46612442,235.22791514,4.1268567549,154.48148724,416.3856347,84.33333333
8058,45.007636,-123.657179,1500,-1725,1,-1725,771,1001,276,0.790772080421448,0.5047088556,0.5047088556,0,4.593040267,14.870915525,24.88888889
8059,45.000215,-123.497646,900,-1420,1,-1420,758,1057,298,0.695132553577423,0,0,0,0,0,50.77777778
8060,45.006347,-123.379816,500,-456,0,0,719,1135,332,0.771894812583923,488.73691663,280.21841005,0,281.27441421,552.69292175,63.66666667
8061,45.007543,-123.311961,300,-1809,0,0,707,1153,341,0.706384539604187,7.2917366355,0,0,6.6060840227,14.870915525,26
8062,44.998806,-123.282859,300,-1234,0,0,707,1153,337,0.695720195770264,0,0,0,0,0,0
8063,45.007446,-123.235849,300,-558,1,-558,704,1158,333,0.780494570732117,258.94143137,0,0,206.05551518,297.4183105,57.77777778
8064,45.006138,-123.027106,100,-98,0,0,694,1175,337,0.224022030830383,0,0,0,0,0,0
8065,45.008067,-122.954357,100,-1068,0,0,696,1171,336,0.660595893859863,0,0,0,0,0,6.555555556
8066,45.003216,-122.88994,100,-1891,0,0,699,1172,334,0.669843912124634,0,0,0,0,0,0
8067,45.006083,-122.822352,100,-1535,0,0,705,1175,327,0.731109380722046,0,0,0,0,0,0
8068,45.01148,-122.74835,300,-1243,0,0,708,1158,319,0.695720195770264,0,0,0,0,0,3
8069,45.002897,-122.678576,500,-1825,0,0,711,1149,315,0.705352246761322,0,0,0,0,0,0
8070,44.987901,-122.584409,1300,-306,1,-306,741,1008,271,0.811028301715851,68.023000995,68.023000995,0,48.591481326,267.67647945,83.66666667
8071,45.01003,-122.544859,1300,-380,1,-380,746,972,262,0.7766233086586,80.055554602,80.055554602,0,49.863215028,24.747104801,71.11111111
8072,45.008603,-122.457337,1300,-576,1,-576,744,997,267,0.811689138412476,4.8514163697,4.8514163697,0,15.572337538,148.70915525,81.11111111
8073,45.012998,-122.407206,2900,-106,0,0,783,819,219,0.691864013671875,431.33557172,29.045117159,315.59858143,256.04286822,342.03105708,18.22222222
8074,45.341895,-122.048893,4300,-1285,1,-1285,797,709,207,0.751334130764008,3.5633694351,0.5394060209,0,9.1116559809,89.225493151,3.333333333
8075,45.012746,-122.256851,3900,-204,1,-204,803,723,212,0.766161203384399,512.96339366,414.47360803,68.24006451,318.74070542,832.77126941,84.66666667
8076,44.963423,-122.140126,1900,-86,1,-86,765,893,257,0.7652627825737,130.67267746,130.67267746,0,86.998409003,178.4509863,85.55555556
8077,44.991593,-122.058377,1700,-119,1,-119,749,932,270,0.71912956237793,870.48191899,499.09515315,44.66167129,488.28518298,317.11405744,78.44444444
8078,45.007925,-121.991198,2500,-93,1,-93,743,878,263,0.771038591861725,925.83569967,756.25762314,67.137989361,525.21094812,626.99086776,84
8079,45.012201,-121.919587,2300,-534,1,-534,743,829,258,0.800929129123688,85.139233743,70.955154123,13.681429089,59.079387361,272.61457409,78.33333333
8080,45.008354,-121.845907,3700,-833,1,-833,746,728,238,0.814887225627899,21.411318446,5.9305682371,15.480750209,17.768922432,104.09640868,35.44444444
8151,45.013126,-123.586212,900,-215,0,0,760,1060,297,0.812440395355225,134.11587706,134.11587706,0,80.64878647,178.4509863,35.55555556
8152,44.810884,-123.366544,900,-126,1,-126,756,1061,300,0.442615151405334,0,0,0,0,0,83.66666667
8153,45.012497,-123.444325,500,-1659,0,0,730,1117,322,0.770360052585602,10.549049656,10.549049656,0,7.0871143936,2.469047319,27.22222222
8154,45.057637,-123.369512,300,-488,1,-488,711,1159,340,0.753999888896942,147.49785281,147.49785281,0,105.02060008,193.32190183,64.77777778
8155,45.057791,-123.301768,100,-2873,0,0,703,1172,344,0.742564678192139,0,0,0,0,0,0
8156,45.053659,-123.237093,100,-2454,0,0,700,1172,339,0.795964181423187,0,0,0,0,0,0
8157,45.01055,-123.171179,700,-260,1,-260,709,1136,315,0.70456063747406,253.2713833,225.54756925,0,151.0727986,255.27461125,84.55555556
8158,45.028458,-123.062152,100,-1451,0,0,694,1176,338,0.591182589530945,0,0,0,0,0,0
8159,45.030554,-122.999392,100,-1660,0,0,696,1173,336,0.48462250828743,0,0,0,0,0,0
8160,45.032706,-122.9373,100,-1732,0,0,697,1178,337,0.461699277162552,0,0,0,0,0,0
8161,45.051145,-122.892934,100,-1554,0,0,697,1179,337,0.409984201192856,0,0,0,0,0,0
